bvn,state_of_origin,state_of_residence,local_government_area,source_of_income
20000003912,Abia,Ebonyi,Abakaliki,Investment
20000003913,Katsina,Ekiti,Oye,Agriculture
20000003914,Akwa Ibom,Anambra,Awka South,Agriculture
20000003915,Zamfara,Niger,Suleja,Business
20000003916,Kano,Imo,Orlu,Salary
20000003917,Kwara,Taraba,Jalingo,Salary
20000003918,Bayelsa,Kwara,Ilorin West,Investment
20000003919,Imo,Jigawa,Dutse,Investment
20000003920,Kaduna,Ebonyi,Abakaliki,Salary
20000003921,Ebonyi,Nasarawa,Keffi,Freelancing
20000003922,Kano,Plateau,Jos North,Business
20000003923,Enugu,Kwara,Ilorin East,Mixed
20000003924,Kaduna,Gombe,Gombe,Agriculture
20000003925,Sokoto,Bauchi,Azare,Business
20000003926,Ebonyi,Zamfara,Gusau,Agriculture
20000003927,Enugu,Kano,Nassarawa,Salary
20000003928,Borno,Enugu,Enugu South,Business
20000003929,Edo,Gombe,Kaltungo,Investment
20000003930,Ebonyi,Osun,Osogbo,Agriculture
20000003931,Edo,Ondo,Owo,Informal
20000003932,Benue,Benue,Gboko,Salary
20000003933,Kano,Ebonyi,Afikpo North,Business
20000003934,Taraba,Kebbi,Birnin Kebbi,Informal
20000003935,Osun,Abia,Umuahia North,Investment
20000003936,Benue,FCT,Bwari,Agriculture
20000003937,Benue,Bayelsa,Ogbia,Salary
20000003938,Yobe,Zamfara,Kaura Namoda,Salary
20000003939,Zamfara,Delta,Oshimili South,Salary
20000003940,Kaduna,Ogun,Abeokuta South,Business
20000003941,FCT,FCT,Kuje,Agriculture
20000003942,Kano,Delta,Warri South,Freelancing
20000003943,Lagos,Taraba,Jalingo,Freelancing
20000003944,Kebbi,Yobe,Potiskum,Business
20000003945,Ekiti,Bayelsa,Ogbia,Salary
20000003946,FCT,Nasarawa,Lafia,Agriculture
20000003947,Ebonyi,Plateau,Barkin Ladi,Freelancing
20000003948,Delta,Kwara,Offa,Business
20000003949,Gombe,Kebbi,Birnin Kebbi,Business
20000003950,Bauchi,Katsina,Katsina,Contract
20000003951,Edo,Anambra,Onitsha North,Salary
20000003952,Katsina,Kwara,Ilorin West,Salary
20000003953,Bayelsa,Jigawa,Dutse,Business
20000003954,Ondo,Osun,Ife Central,Agriculture
20000003955,Zamfara,Sokoto,Sokoto North,Remittance
20000003956,Bayelsa,Ebonyi,Afikpo North,Salary
20000003957,Kano,Adamawa,Mubi North,Business
20000003958,Akwa Ibom,Borno,Biu,Freelancing
20000003959,Ekiti,Abia,Umuahia North,Business
20000003960,Akwa Ibom,Anambra,Onitsha North,Agriculture
20000003961,Oyo,Osun,Ilesa East,Business
20000003962,FCT,Taraba,Jalingo,Agriculture
20000003963,Cross River,Ogun,Sagamu,Salary
20000003964,Nasarawa,Katsina,Daura,Agriculture
20000003965,Kebbi,Borno,Biu,Salary
20000003966,Plateau,Yobe,Potiskum,Salary
20000003967,Imo,Osun,Ilesa East,Business
20000003968,Katsina,Nasarawa,Lafia,Investment
20000003969,Nasarawa,Lagos,Eti-Osa,Business
20000003970,Katsina,Osun,Osogbo,Agriculture
20000003971,Lagos,Zamfara,Kaura Namoda,Agriculture
20000003972,Sokoto,Ebonyi,Abakaliki,Informal
20000003973,Niger,Kaduna,Zaria,Contract
20000003974,Ogun,Akwa Ibom,Uyo,Business
20000003975,Kogi,Kebbi,Argungu,Business
20000003976,Taraba,FCT,Abuja Municipal,Salary
20000003977,Oyo,Niger,Bida,Business
20000003978,Zamfara,Delta,Warri South,Salary
20000003979,Imo,Ebonyi,Afikpo North,Investment
20000003980,Bauchi,Anambra,Awka South,Business
20000003981,Jigawa,Bauchi,Azare,Business
20000003982,Ekiti,Niger,Bida,Salary
20000003983,Bayelsa,Anambra,Onitsha North,Business
20000003984,Plateau,Kwara,Offa,Business
20000003985,Bauchi,Oyo,Oyo East,Salary
20000003986,Cross River,Kano,Gwale,Salary
20000003987,Anambra,Oyo,Ogbomosho North,Salary
20000003988,Kebbi,Bauchi,Bauchi,Agriculture
20000003989,Plateau,Benue,Otukpo,Salary
20000003990,Edo,Imo,Owerri Municipal,Remittance
20000003991,Sokoto,Bauchi,Bauchi,Business
20000003992,Borno,Osun,Osogbo,Contract
20000003993,Borno,Bauchi,Bauchi,Investment
20000003994,Akwa Ibom,Bayelsa,Yenagoa,Agriculture
20000003995,Kwara,Zamfara,Kaura Namoda,Freelancing
20000003996,Sokoto,Delta,Udu,Investment
20000003997,Ebonyi,Taraba,Wukari,Salary
20000003998,Jigawa,Jigawa,Hadejia,Freelancing
20000003999,Kogi,Cross River,Calabar Municipal,Business
20000004000,Ogun,Kano,Nassarawa,Freelancing
20000004001,Katsina,Jigawa,Dutse,Salary
20000004002,Taraba,Cross River,Ikom,Agriculture
20000004003,Kano,Adamawa,Mubi North,Mixed
20000004004,Enugu,Abia,Umuahia North,Business
20000004005,Gombe,Imo,Orlu,Agriculture
20000004006,Niger,Bauchi,Azare,Remittance
20000004007,Nasarawa,Bayelsa,Ogbia,Freelancing
20000004008,Oyo,Ogun,Abeokuta South,Freelancing
20000004009,Borno,Kano,Tarauni,Remittance
20000004010,Edo,Ondo,Ondo West,Investment
20000004011,Gombe,Kano,Fagge,Contract
20000004012,Abia,Oyo,Oyo East,Contract
20000004013,Jigawa,Nasarawa,Keffi,Business
20000004014,Lagos,FCT,Bwari,Contract
20000004015,Akwa Ibom,Abia,Aba South,Agriculture
20000004016,Kwara,Edo,Egor,Informal
20000004017,Yobe,Oyo,Ibadan South-West,Salary
20000004018,Lagos,Plateau,Jos South,Salary
20000004019,FCT,Imo,Owerri Municipal,Business
20000004020,Ebonyi,Borno,Maiduguri,Salary
20000004021,Enugu,Abia,Aba South,Agriculture
20000004022,Plateau,Edo,Ikpoba-Okha,Mixed
20000004023,Taraba,Plateau,Jos South,Salary
20000004024,Oyo,Ekiti,Ado-Ekiti,Salary
20000004025,Enugu,Gombe,Kaltungo,Freelancing
20000004026,Delta,Akwa Ibom,Eket,Freelancing
20000004027,Oyo,Cross River,Calabar Municipal,Salary
20000004028,Taraba,Rivers,Obio-Akpor,Agriculture
20000004029,Benue,Lagos,Yaba,Salary
20000004030,Anambra,Kano,Tarauni,Salary
20000004031,Imo,Ebonyi,Afikpo North,Remittance
20000004032,Delta,Zamfara,Gusau,Business
20000004033,Sokoto,Delta,Warri South,Agriculture
20000004034,Enugu,Imo,Orlu,Salary
20000004035,Adamawa,Yobe,Damaturu,Salary
20000004036,Abia,Taraba,Jalingo,Salary
20000004037,Kogi,Abia,Aba South,Investment
20000004038,Nasarawa,Anambra,Nnewi North,Business
20000004039,Cross River,Jigawa,Hadejia,Agriculture
20000004040,Niger,Kogi,Lokoja,Business
20000004041,Kogi,Imo,Orlu,Agriculture
20000004042,Adamawa,Kaduna,Kafanchan,Mixed
20000004043,Yobe,Niger,Suleja,Salary
20000004044,Benue,Akwa Ibom,Uyo,Salary
20000004045,Plateau,Delta,Warri South,Salary
20000004046,Nasarawa,Akwa Ibom,Uyo,Freelancing
20000004047,Ondo,Abia,Umuahia North,Business
20000004048,Kaduna,Cross River,Ikom,Business
20000004049,Kano,Ekiti,Ado-Ekiti,Salary
20000004050,Bauchi,Enugu,Enugu South,Salary
20000004051,Cross River,Rivers,Eleme,Salary
20000004052,Abia,Oyo,Oyo East,Freelancing
20000004053,Abia,Katsina,Katsina,Salary
20000004054,Oyo,Kano,Tarauni,Remittance
20000004055,Adamawa,Ogun,Ijebu Ode,Salary
20000004056,Kwara,Osun,Osogbo,Salary
20000004057,Ebonyi,Sokoto,Sokoto North,Agriculture
20000004058,Enugu,Bauchi,Azare,Remittance
20000004059,Anambra,Bauchi,Azare,Business
20000004060,Ondo,Zamfara,Kaura Namoda,Freelancing
20000004061,Bayelsa,Akwa Ibom,Uyo,Business
20000004062,Ebonyi,Edo,Egor,Business
20000004063,Jigawa,Yobe,Potiskum,Business
20000004064,Kano,Kano,Gwale,Remittance
20000004065,Plateau,Ekiti,Ikere,Salary
20000004066,Adamawa,Bayelsa,Yenagoa,Agriculture
20000004067,Ondo,Ondo,Akure South,Agriculture
20000004068,Oyo,Abia,Umuahia North,Business
20000004069,Kebbi,Jigawa,Hadejia,Informal
20000004070,Abia,Jigawa,Hadejia,Business
20000004071,Borno,Ebonyi,Afikpo North,Business
20000004072,Katsina,Cross River,Ikom,Business
20000004073,Ondo,FCT,Kuje,Investment
20000004074,Ogun,Rivers,Eleme,Mixed
20000004075,Nasarawa,Imo,Orlu,Business
20000004076,Borno,Osun,Ilesa East,Business
20000004077,FCT,Osun,Ilesa East,Salary
20000004078,Anambra,Abia,Aba South,Agriculture
20000004079,Akwa Ibom,Niger,Suleja,Agriculture
20000004080,Kebbi,Plateau,Jos South,Salary
20000004081,Gombe,Benue,Gboko,Agriculture
20000004082,Niger,Jigawa,Hadejia,Salary
20000004083,Kebbi,Imo,Orlu,Salary
20000004084,Akwa Ibom,Kwara,Ilorin East,Agriculture
20000004085,Akwa Ibom,Enugu,Enugu North,Agriculture
20000004086,Lagos,Benue,Makurdi,Salary
20000004087,Kwara,Anambra,Awka South,Business
20000004088,Edo,Imo,Orlu,Salary
20000004089,Taraba,Jigawa,Hadejia,Salary
20000004090,Ekiti,Kwara,Ilorin East,Agriculture
20000004091,Akwa Ibom,Zamfara,Kaura Namoda,Business
20000004092,Anambra,Kwara,Offa,Business
20000004093,Jigawa,Plateau,Jos South,Agriculture
20000004094,Adamawa,Akwa Ibom,Uyo,Contract
20000004095,Bauchi,Nasarawa,Keffi,Mixed
20000004096,Borno,Cross River,Ikom,Business
20000004097,Taraba,Bayelsa,Yenagoa,Freelancing
20000004098,Kebbi,Cross River,Calabar Municipal,Salary
20000004099,Zamfara,Kogi,Okene,Salary
20000004100,Kano,Edo,Ikpoba-Okha,Salary
20000004101,Oyo,Ondo,Akure South,Freelancing
20000004102,Zamfara,Niger,Minna,Salary
20000004103,Borno,Kano,Nassarawa,Salary
20000004104,Lagos,Nasarawa,Lafia,Freelancing
20000004105,Adamawa,Gombe,Gombe,Mixed
20000004106,Borno,Osun,Ilesa East,Agriculture
20000004107,Kano,Taraba,Jalingo,Freelancing
20000004108,Kano,Kano,Nassarawa,Salary
20000004109,Gombe,Bauchi,Bauchi,Salary
20000004110,Akwa Ibom,Delta,Warri South,Freelancing
20000004111,Borno,Abia,Aba South,Agriculture
20000004112,Anambra,Sokoto,Tambuwal,Agriculture
20000004113,Ogun,Delta,Oshimili South,Salary
20000004114,Rivers,Adamawa,Mubi North,Freelancing
20000004115,Kaduna,Ekiti,Ikere,Salary
20000004116,Ebonyi,Delta,Udu,Freelancing
20000004117,Delta,Delta,Udu,Freelancing
20000004118,Ebonyi,Bauchi,Bauchi,Agriculture
20000004119,Borno,Anambra,Awka South,Salary
20000004120,Ondo,Rivers,Eleme,Freelancing
20000004121,Ogun,Ondo,Ondo West,Informal
20000004122,Bauchi,Oyo,Ibadan North,Business
20000004123,Katsina,Kaduna,Zaria,Business
20000004124,Adamawa,Gombe,Kaltungo,Salary
20000004125,Abia,Bauchi,Azare,Agriculture
20000004126,Benue,Akwa Ibom,Uyo,Remittance
20000004127,Ekiti,Nasarawa,Keffi,Agriculture
20000004128,Osun,Kano,Nassarawa,Agriculture
20000004129,Lagos,Edo,Oredo,Remittance
20000004130,Katsina,Bauchi,Azare,Business
20000004131,Cross River,Kaduna,Kaduna North,Salary
20000004132,Taraba,Katsina,Daura,Freelancing
20000004133,Sokoto,Ebonyi,Abakaliki,Business
20000004134,Borno,Kano,Tarauni,Salary
20000004135,Edo,Kaduna,Kafanchan,Business
20000004136,Zamfara,Adamawa,Yola North,Salary
20000004137,Ebonyi,FCT,Abuja Municipal,Agriculture
20000004138,Ogun,Kwara,Offa,Freelancing
20000004139,Ondo,Ogun,Ado-Odo/Ota,Salary
20000004140,Osun,Bayelsa,Ogbia,Business
20000004141,Akwa Ibom,Plateau,Barkin Ladi,Business
20000004142,Benue,Ogun,Ado-Odo/Ota,Salary
20000004143,Sokoto,Katsina,Katsina,Salary
20000004144,Kaduna,Abia,Aba South,Salary
20000004145,Akwa Ibom,Cross River,Calabar Municipal,Business
20000004146,Ekiti,Bauchi,Azare,Agriculture
20000004147,Plateau,Oyo,Ibadan South-West,Agriculture
20000004148,Ebonyi,Cross River,Calabar Municipal,Agriculture
20000004149,Borno,Sokoto,Sokoto North,Contract
20000004150,Ekiti,Ogun,Ado-Odo/Ota,Salary
20000004151,Yobe,Oyo,Oyo East,Salary
20000004152,Kogi,Kaduna,Kaduna North,Agriculture
20000004153,Borno,Kaduna,Kafanchan,Remittance
20000004154,Kano,Plateau,Barkin Ladi,Agriculture
20000004155,Abia,Abia,Umuahia North,Contract
20000004156,Niger,Ebonyi,Abakaliki,Business
20000004157,FCT,Benue,Makurdi,Salary
20000004158,Edo,Kaduna,Kaduna North,Business
20000004159,Kogi,Imo,Orlu,Agriculture
20000004160,FCT,Benue,Otukpo,Agriculture
20000004161,Imo,Ogun,Ijebu Ode,Agriculture
20000004162,Gombe,Rivers,Port Harcourt,Freelancing
20000004163,Edo,Plateau,Jos South,Agriculture
20000004164,Yobe,Adamawa,Mubi North,Salary
20000004165,Ekiti,Osun,Ilesa East,Agriculture
20000004166,Enugu,Ekiti,Ado-Ekiti,Salary
20000004167,Cross River,Oyo,Ibadan South-West,Business
20000004168,FCT,Bayelsa,Ogbia,Freelancing
20000004169,FCT,Katsina,Katsina,Agriculture
20000004170,Enugu,Adamawa,Yola North,Freelancing
20000004171,Nasarawa,Delta,Warri South,Salary
20000004172,Abia,Lagos,Ikeja,Salary
20000004173,Rivers,Anambra,Nnewi North,Salary
20000004174,Sokoto,Enugu,Enugu North,Salary
20000004175,Lagos,Kwara,Ilorin East,Mixed
20000004176,FCT,Zamfara,Gusau,Salary
20000004177,Bayelsa,Cross River,Calabar Municipal,Freelancing
20000004178,Kano,Kano,Gwale,Freelancing
20000004179,Kaduna,Yobe,Damaturu,Business
20000004180,FCT,Delta,Warri South,Salary
20000004181,FCT,Ogun,Sagamu,Salary
20000004182,Imo,Ogun,Sagamu,Salary
20000004183,Yobe,Benue,Gboko,Salary
20000004184,Delta,Ekiti,Ado-Ekiti,Freelancing
20000004185,Gombe,Akwa Ibom,Eket,Business
20000004186,Ondo,Anambra,Awka South,Business
20000004187,Edo,Ogun,Ijebu Ode,Business
20000004188,Gombe,Plateau,Jos South,Business
20000004189,Imo,Gombe,Kaltungo,Agriculture
20000004190,Borno,Taraba,Wukari,Salary
20000004191,Borno,Nasarawa,Keffi,Contract
20000004192,Kebbi,Oyo,Ibadan North,Contract
20000004193,Delta,Kaduna,Zaria,Business
20000004194,Adamawa,Osun,Ife Central,Business
20000004195,Ogun,Plateau,Jos North,Agriculture
20000004196,Cross River,Enugu,Nsukka,Investment
20000004197,FCT,Kogi,Lokoja,Salary
20000004198,Ekiti,Sokoto,Sokoto North,Remittance
20000004199,Plateau,Taraba,Wukari,Salary
20000004200,Nasarawa,Edo,Oredo,Business
20000004201,Kano,Abia,Umuahia North,Contract
20000004202,FCT,Gombe,Kaltungo,Remittance
20000004203,Katsina,FCT,Gwagwalada,Salary
20000004204,FCT,Delta,Oshimili South,Salary
20000004205,Anambra,Kwara,Offa,Freelancing
20000004206,Kogi,Yobe,Damaturu,Business
20000004207,Sokoto,FCT,Abuja Municipal,Salary
20000004208,Rivers,Rivers,Okrika,Freelancing
20000004209,Gombe,Delta,Udu,Salary
20000004210,Osun,Sokoto,Tambuwal,Salary
20000004211,Ogun,Nasarawa,Lafia,Salary
20000004212,Nasarawa,Kano,Nassarawa,Salary
20000004213,Taraba,Yobe,Potiskum,Freelancing
20000004214,Ebonyi,Ebonyi,Abakaliki,Business
20000004215,Bauchi,Adamawa,Mubi North,Salary
20000004216,Yobe,Benue,Gboko,Mixed
20000004217,Bayelsa,Kebbi,Argungu,Salary
20000004218,Niger,Osun,Ilesa East,Salary
20000004219,Kano,Kwara,Offa,Business
20000004220,Edo,Niger,Bida,Business
20000004221,Bayelsa,Rivers,Port Harcourt,Business
20000004222,Delta,Gombe,Gombe,Mixed
20000004223,Katsina,Kebbi,Birnin Kebbi,Business
20000004224,Rivers,Zamfara,Kaura Namoda,Salary
20000004225,Rivers,Imo,Owerri Municipal,Salary
20000004226,Bauchi,Ebonyi,Afikpo North,Mixed
20000004227,Borno,Taraba,Wukari,Business
20000004228,Adamawa,Plateau,Jos South,Agriculture
20000004229,Delta,Gombe,Gombe,Business
20000004230,Plateau,Kogi,Okene,Mixed
20000004231,Edo,Osun,Ife Central,Investment
20000004232,Kogi,Ogun,Sagamu,Freelancing
20000004233,Kano,Borno,Maiduguri,Business
20000004234,Zamfara,Lagos,Eti-Osa,Agriculture
20000004235,Delta,Rivers,Port Harcourt,Salary
20000004236,FCT,FCT,Kuje,Agriculture
20000004237,FCT,Zamfara,Kaura Namoda,Informal
20000004238,Akwa Ibom,Ondo,Ondo West,Salary
20000004239,Gombe,Oyo,Oyo East,Agriculture
20000004240,Cross River,Adamawa,Yola North,Agriculture
20000004241,Bauchi,Taraba,Jalingo,Salary
20000004242,Abia,Kebbi,Argungu,Salary
20000004243,Akwa Ibom,Zamfara,Kaura Namoda,Salary
20000004244,Katsina,Lagos,Eti-Osa,Salary
20000004245,Kebbi,Plateau,Barkin Ladi,Freelancing
20000004246,Imo,Yobe,Damaturu,Mixed
20000004247,Katsina,Plateau,Barkin Ladi,Salary
20000004248,Benue,Oyo,Ibadan North,Business
20000004249,Bauchi,FCT,Kuje,Business
20000004250,Jigawa,Taraba,Jalingo,Contract
20000004251,Adamawa,Kogi,Lokoja,Business
20000004252,Delta,Taraba,Wukari,Business
20000004253,Abia,Kebbi,Birnin Kebbi,Salary
20000004254,Lagos,Taraba,Jalingo,Agriculture
20000004255,Katsina,Kogi,Okene,Agriculture
20000004256,Jigawa,Osun,Osogbo,Contract
20000004257,Taraba,Akwa Ibom,Eket,Freelancing
20000004258,Abia,Abia,Umuahia North,Remittance
20000004259,Plateau,Lagos,Ikeja,Business
20000004260,Gombe,Kwara,Ilorin West,Investment
20000004261,Osun,Ekiti,Oye,Contract
20000004262,Akwa Ibom,Jigawa,Dutse,Salary
20000004263,Borno,Sokoto,Sokoto North,Business
20000004264,Kebbi,Bauchi,Azare,Salary
20000004265,Oyo,Ekiti,Ikere,Freelancing
20000004266,Ogun,Kano,Gwale,Mixed
20000004267,Nasarawa,Yobe,Damaturu,Freelancing
20000004268,Oyo,Cross River,Calabar Municipal,Business
20000004269,Cross River,Delta,Warri South,Salary
20000004270,Borno,Oyo,Oyo East,Remittance
20000004271,Kaduna,Gombe,Kaltungo,Freelancing
20000004272,Gombe,Plateau,Jos North,Agriculture
20000004273,Delta,Zamfara,Gusau,Agriculture
20000004274,Oyo,Kogi,Lokoja,Freelancing
20000004275,Zamfara,Kaduna,Kaduna South,Freelancing
20000004276,Nasarawa,Kano,Gwale,Salary
20000004277,Plateau,Adamawa,Mubi North,Business
20000004278,Nasarawa,Cross River,Calabar Municipal,Mixed
20000004279,Imo,Katsina,Katsina,Remittance
20000004280,Bauchi,Kano,Nassarawa,Freelancing
20000004281,Taraba,Yobe,Potiskum,Business
20000004282,Enugu,Ebonyi,Abakaliki,Freelancing
20000004283,Borno,Osun,Osogbo,Freelancing
20000004284,Zamfara,Ekiti,Ikere,Business
20000004285,Benue,Zamfara,Kaura Namoda,Salary
20000004286,Kogi,Ogun,Ado-Odo/Ota,Salary
20000004287,Kebbi,Osun,Ilesa East,Salary
20000004288,Oyo,Abia,Aba South,Agriculture
20000004289,Borno,Borno,Maiduguri,Agriculture
20000004290,Zamfara,Gombe,Kaltungo,Salary
20000004291,Enugu,Taraba,Jalingo,Salary
20000004292,Nasarawa,Osun,Osogbo,Business
20000004293,Bauchi,Kogi,Lokoja,Business
20000004294,Zamfara,Edo,Ikpoba-Okha,Business
20000004295,Delta,Ogun,Abeokuta South,Agriculture
20000004296,Imo,Ondo,Ondo West,Business
20000004297,Ebonyi,Edo,Egor,Salary
20000004298,Kaduna,Cross River,Calabar Municipal,Agriculture
20000004299,Katsina,Enugu,Nsukka,Freelancing
20000004300,FCT,Delta,Warri South,Mixed
20000004301,Kano,Kebbi,Argungu,Agriculture
20000004302,Enugu,Sokoto,Sokoto North,Salary
20000004303,Ekiti,FCT,Gwagwalada,Mixed
20000004304,Ebonyi,Kebbi,Argungu,Agriculture
20000004305,Jigawa,Kaduna,Kafanchan,Salary
20000004306,Bauchi,Abia,Aba South,Salary
20000004307,Taraba,Delta,Warri South,Business
20000004308,Ondo,Niger,Suleja,Business
20000004309,Bauchi,Borno,Biu,Contract
20000004310,Enugu,Bayelsa,Ogbia,Business
20000004311,Niger,Enugu,Enugu South,Freelancing
20000004312,Gombe,Plateau,Jos North,Investment
20000004313,Sokoto,Kaduna,Zaria,Business
20000004314,Cross River,Kogi,Lokoja,Salary
20000004315,Plateau,Yobe,Damaturu,Contract
20000004316,Bayelsa,Anambra,Onitsha North,Business
20000004317,Ogun,Ondo,Ondo West,Contract
20000004318,Abia,Kogi,Okene,Business
20000004319,Abia,Kano,Gwale,Salary
20000004320,Bauchi,Abia,Aba South,Business
20000004321,Ebonyi,Rivers,Okrika,Salary
20000004322,Delta,Cross River,Calabar Municipal,Salary
20000004323,Borno,Ondo,Akure South,Business
20000004324,Katsina,Katsina,Daura,Salary
20000004325,Jigawa,Anambra,Nnewi North,Business
20000004326,Kogi,Abia,Aba South,Business
20000004327,Bayelsa,Enugu,Enugu South,Salary
20000004328,Niger,Abia,Umuahia North,Business
20000004329,Kaduna,Borno,Biu,Salary
20000004330,Oyo,Sokoto,Tambuwal,Agriculture
20000004331,Katsina,FCT,Bwari,Agriculture
20000004332,Gombe,Sokoto,Tambuwal,Freelancing
20000004333,Gombe,Kano,Tarauni,Agriculture
20000004334,Kaduna,Ekiti,Oye,Salary
20000004335,Anambra,Kwara,Ilorin East,Business
20000004336,Delta,Plateau,Jos North,Salary
20000004337,Borno,Adamawa,Yola North,Contract
20000004338,Kebbi,Ogun,Abeokuta South,Freelancing
20000004339,Cross River,FCT,Abuja Municipal,Investment
20000004340,Katsina,Katsina,Katsina,Salary
20000004341,Sokoto,FCT,Gwagwalada,Salary
20000004342,Abia,Jigawa,Hadejia,Salary
20000004343,Enugu,Rivers,Port Harcourt,Business
20000004344,Anambra,Ebonyi,Afikpo North,Salary
20000004345,Abia,Anambra,Onitsha North,Salary
20000004346,Gombe,FCT,Abuja Municipal,Business
20000004347,Lagos,Kano,Fagge,Informal
20000004348,Taraba,Sokoto,Tambuwal,Salary
20000004349,Akwa Ibom,Bayelsa,Ogbia,Salary
20000004350,Ebonyi,Zamfara,Kaura Namoda,Freelancing
20000004351,Gombe,Edo,Oredo,Business
20000004352,Edo,Ebonyi,Afikpo North,Business
20000004353,Osun,Kwara,Ilorin East,Business
20000004354,Taraba,Enugu,Enugu North,Salary
20000004355,Sokoto,Ogun,Abeokuta South,Freelancing
20000004356,Lagos,Anambra,Nnewi North,Contract
20000004357,Lagos,Zamfara,Gusau,Agriculture
20000004358,Kano,Imo,Orlu,Salary
20000004359,Zamfara,Plateau,Jos South,Remittance
20000004360,Katsina,Sokoto,Sokoto North,Business
20000004361,Lagos,Kwara,Ilorin East,Agriculture
20000004362,Ondo,Bauchi,Bauchi,Investment
20000004363,Kebbi,Rivers,Port Harcourt,Salary
20000004364,Enugu,Zamfara,Gusau,Freelancing
20000004365,Anambra,Borno,Maiduguri,Business
20000004366,Nasarawa,Lagos,Eti-Osa,Salary
20000004367,Osun,Rivers,Port Harcourt,Salary
20000004368,Enugu,Bayelsa,Ogbia,Remittance
20000004369,Ondo,Katsina,Katsina,Freelancing
20000004370,Kebbi,Bauchi,Bauchi,Freelancing
20000004371,Enugu,Kano,Nassarawa,Salary
20000004372,Sokoto,Zamfara,Kaura Namoda,Business
20000004373,Kwara,Imo,Orlu,Agriculture
20000004374,Jigawa,Anambra,Nnewi North,Salary
20000004375,Kebbi,Kaduna,Zaria,Agriculture
20000004376,Yobe,Oyo,Ibadan North,Business
20000004377,Yobe,Bayelsa,Ogbia,Salary
20000004378,Lagos,Osun,Ife Central,Agriculture
20000004379,Borno,Plateau,Jos North,Salary
20000004380,Niger,Ondo,Akure South,Salary
20000004381,Adamawa,Kwara,Ilorin West,Investment
20000004382,Ebonyi,Akwa Ibom,Uyo,Business
20000004383,Jigawa,Plateau,Jos North,Business
20000004384,Gombe,Kano,Tarauni,Salary
20000004385,Jigawa,Lagos,Surulere,Agriculture
20000004386,Lagos,Ondo,Akure South,Contract
20000004387,Katsina,Imo,Orlu,Salary
20000004388,Taraba,Katsina,Daura,Agriculture
20000004389,Yobe,Lagos,Eti-Osa,Business
20000004390,Imo,Gombe,Gombe,Business
20000004391,Jigawa,Borno,Maiduguri,Agriculture
20000004392,Niger,Kano,Gwale,Agriculture
20000004393,Edo,Gombe,Gombe,Agriculture
20000004394,Rivers,Imo,Orlu,Salary
20000004395,Yobe,Ondo,Ondo West,Investment
20000004396,Imo,Ondo,Akure South,Investment
20000004397,Ebonyi,Kwara,Ilorin East,Salary
20000004398,Kebbi,Adamawa,Mubi North,Freelancing
20000004399,Jigawa,Osun,Osogbo,Salary
20000004400,Kano,Akwa Ibom,Uyo,Agriculture
20000004401,FCT,Osun,Ife Central,Investment
20000004402,Rivers,Lagos,Surulere,Salary
20000004403,Niger,Osun,Ife Central,Salary
20000004404,Imo,Lagos,Ikeja,Agriculture
20000004405,Gombe,Ondo,Ondo West,Salary
20000004406,FCT,Kogi,Okene,Salary
20000004407,Ekiti,Yobe,Damaturu,Freelancing
20000004408,Anambra,Bayelsa,Yenagoa,Agriculture
20000004409,Ogun,Oyo,Ibadan South-West,Salary
20000004410,Kano,Jigawa,Dutse,Business
