bvn,first_name,last_name,gender,age,date_of_birth,marital_status,nationality,employment_status,occupation,employment_sector,education_level,years_of_experience
20000015787,Kunle,Okafor,Male,51,1975-01-01,Divorced,Nigerian,Retired,Retired,,PhD,
20000015788,Musa,Balogun,Male,62,1964-01-01,Single,Nigerian,Retired,Retired,,PhD,
20000015789,Musa,Okafor,Male,24,2002-01-01,Divorced,Nigerian,Unemployed,None,,Secondary,
20000015790,Ibrahim,Okafor,Male,23,2003-01-01,Divorced,Nigerian,Retired,Retired,,Primary,
20000015791,Kemi,Abdullahi,Female,73,1953-01-01,Married,Nigerian,Retired,Retired,,Masters,
20000015792,Sade,Okafor,Female,53,1973-01-01,Widowed,Nigerian,Unemployed,None,,Secondary,
20000015793,Aisha,Balogun,Female,28,1998-01-01,Divorced,Nigerian,Self-Employed,Farmer,Private,Masters,6.0
20000015794,Tunde,Akinwale,Male,58,1968-01-01,Single,Nigerian,Unemployed,None,,Bachelors,
20000015795,Chinedu,Okoye,Male,47,1979-01-01,Married,Nigerian,Employed,Engineer,Informal,PhD,23.0
20000015796,Olu,Abdullahi,Male,56,1970-01-01,Married,Nigerian,Employed,Engineer,NGO,Masters,35.0
20000015797,Ade,Ogunleye,Male,38,1988-01-01,Widowed,Nigerian,Self-Employed,Farmer,Private,Secondary,2.0
20000015798,Fatima,Balogun,Female,51,1975-01-01,Divorced,Nigerian,Unemployed,None,,PhD,
20000015799,Musa,Balogun,Male,66,1960-01-01,Married,Nigerian,Retired,Retired,,PhD,
20000015800,Amaka,Mohammed,Female,19,2007-01-01,Single,Nigerian,Student,Student,,Secondary,
20000015801,Funke,Okafor,Female,72,1954-01-01,Divorced,Nigerian,Retired,Retired,,Bachelors,
20000015802,Yusuf,Mohammed,Male,45,1981-01-01,Widowed,Nigerian,Retired,Retired,,Secondary,
20000015803,Ade,Okafor,Male,34,1992-01-01,Married,Nigerian,Self-Employed,Farmer,Informal,PhD,14.0
20000015804,Aisha,Sadiq,Female,74,1952-01-01,Single,Nigerian,Retired,Retired,,PhD,
20000015805,Musa,Sadiq,Male,45,1981-01-01,Married,Nigerian,Employed,Teacher,Informal,PhD,12.0
20000015806,Yusuf,Sadiq,Male,73,1953-01-01,Widowed,Nigerian,Retired,Retired,,Secondary,
20000015807,Kemi,Mohammed,Female,75,1951-01-01,Divorced,Nigerian,Retired,Retired,,Bachelors,
20000015808,Musa,Okoye,Male,27,1999-01-01,Divorced,Nigerian,Student,Student,,PhD,
20000015809,Ngozi,Akinwale,Female,53,1973-01-01,Single,Nigerian,Self-Employed,Farmer,Informal,Bachelors,7.0
20000015810,Ngozi,Ogunleye,Female,52,1974-01-01,Widowed,Nigerian,Self-Employed,Artisan,NGO,Primary,14.0
20000015811,Yusuf,Okafor,Male,36,1990-01-01,Married,Nigerian,Employed,Analyst,NGO,Bachelors,12.0
20000015812,Sade,Sadiq,Female,68,1958-01-01,Single,Nigerian,Retired,Retired,,Primary,
20000015813,Bisi,Adeyemi,Female,37,1989-01-01,Married,Nigerian,Self-Employed,Artisan,Public,PhD,1.0
20000015814,Tunde,Okoye,Male,49,1977-01-01,Widowed,Nigerian,Unemployed,None,,Diploma,
20000015815,Kemi,Okafor,Female,27,1999-01-01,Single,Nigerian,Employed,Civil Servant,Informal,PhD,8.0
20000015816,Funke,Lawal,Female,31,1995-01-01,Divorced,Nigerian,Employed,Engineer,NGO,PhD,9.0
20000015817,Bisi,Lawal,Female,57,1969-01-01,Widowed,Nigerian,Self-Employed,Trader,Informal,PhD,14.0
20000015818,Amaka,Adeyemi,Female,67,1959-01-01,Married,Nigerian,Retired,Retired,,Secondary,
20000015819,Aisha,Akinwale,Female,40,1986-01-01,Single,Nigerian,Unemployed,None,,Masters,
20000015820,Ngozi,Akinwale,Female,74,1952-01-01,Married,Nigerian,Retired,Retired,,Masters,
20000015821,Amaka,Okoye,Female,36,1990-01-01,Divorced,Nigerian,Student,Student,,PhD,
20000015822,Fatima,Balogun,Female,29,1997-01-01,Widowed,Nigerian,Employed,Civil Servant,NGO,Primary,11.0
20000015823,Tunde,Adeyemi,Male,32,1994-01-01,Divorced,Nigerian,Employed,Civil Servant,Private,PhD,10.0
20000015824,Aisha,Akinwale,Female,64,1962-01-01,Married,Nigerian,Unemployed,None,,Bachelors,
20000015825,Kunle,Akinwale,Male,57,1969-01-01,Single,Nigerian,Self-Employed,Artisan,Public,Bachelors,21.0
20000015826,Halima,Okafor,Female,72,1954-01-01,Divorced,Nigerian,Retired,Retired,,Bachelors,
20000015827,Sade,Lawal,Female,42,1984-01-01,Married,Nigerian,Employed,Analyst,Private,Masters,2.0
20000015828,Musa,Adeyemi,Male,60,1966-01-01,Married,Nigerian,Employed,Engineer,Private,PhD,11.0
20000015829,Ibrahim,Okoye,Male,26,2000-01-01,Divorced,Nigerian,Employed,Engineer,Public,Primary,5.0
20000015830,Emeka,Ogunleye,Male,44,1982-01-01,Widowed,Nigerian,Unemployed,None,,Masters,
20000015831,Kemi,Balogun,Female,67,1959-01-01,Widowed,Nigerian,Retired,Retired,,Secondary,
20000015832,Kemi,Abdullahi,Female,63,1963-01-01,Widowed,Nigerian,Employed,Engineer,Private,Secondary,15.0
20000015833,Halima,Adeyemi,Female,31,1995-01-01,Married,Nigerian,Self-Employed,Farmer,Private,Secondary,1.0
20000015834,Halima,Akinwale,Female,51,1975-01-01,Widowed,Nigerian,Unemployed,None,,Diploma,
20000015835,Kemi,Ogunleye,Female,20,2006-01-01,Single,Nigerian,Student,Student,,Primary,
20000015836,Chinedu,Okafor,Male,49,1977-01-01,Single,Nigerian,Employed,Engineer,NGO,Primary,14.0
20000015837,Musa,Balogun,Male,20,2006-01-01,Widowed,Nigerian,Student,Student,,Masters,
20000015838,Ibrahim,Okoye,Male,73,1953-01-01,Single,Nigerian,Retired,Retired,,Masters,
20000015839,Kemi,Balogun,Female,68,1958-01-01,Widowed,Nigerian,Retired,Retired,,Diploma,
20000015840,Zainab,Okafor,Female,74,1952-01-01,Divorced,Nigerian,Retired,Retired,,Secondary,
20000015841,Yusuf,Okafor,Male,20,2006-01-01,Single,Nigerian,Student,Student,,Bachelors,
20000015842,Ibrahim,Adeyemi,Male,35,1991-01-01,Single,Nigerian,Self-Employed,Artisan,NGO,Secondary,12.0
20000015843,Sadiq,Akinwale,Male,30,1996-01-01,Widowed,Nigerian,Self-Employed,Consultant,Public,Primary,4.0
20000015844,Aisha,Okoye,Female,25,2001-01-01,Divorced,Nigerian,Employed,Teacher,Private,PhD,2.0
20000015845,Musa,Lawal,Male,19,2007-01-01,Married,Nigerian,Student,Student,,Primary,
20000015846,Yusuf,Sadiq,Male,27,1999-01-01,Single,Nigerian,Self-Employed,Artisan,Public,Secondary,2.0
20000015847,Bisi,Sadiq,Female,73,1953-01-01,Divorced,Nigerian,Retired,Retired,,Primary,
20000015848,Kemi,Adeyemi,Female,54,1972-01-01,Divorced,Nigerian,Employed,Analyst,Private,Masters,31.0
20000015849,Ngozi,Lawal,Female,50,1976-01-01,Widowed,Nigerian,Employed,Teacher,Public,Primary,22.0
20000015850,Zainab,Balogun,Female,59,1967-01-01,Married,Nigerian,Employed,Civil Servant,Informal,Secondary,17.0
20000015851,Aisha,Okafor,Female,65,1961-01-01,Single,Nigerian,Employed,Teacher,NGO,Diploma,28.0
20000015852,Emeka,Akinwale,Male,45,1981-01-01,Married,Nigerian,Self-Employed,Trader,Private,Primary,14.0
20000015853,Funke,Okafor,Female,34,1992-01-01,Widowed,Nigerian,Employed,Teacher,Private,PhD,15.0
20000015854,Musa,Ogunleye,Male,51,1975-01-01,Single,Nigerian,Unemployed,None,,PhD,
20000015855,Chinedu,Lawal,Male,44,1982-01-01,Single,Nigerian,Employed,Accountant,Private,PhD,21.0
20000015856,Tunde,Okafor,Male,45,1981-01-01,Married,Nigerian,Self-Employed,Artisan,Informal,Masters,1.0
20000015857,Funke,Okoye,Female,62,1964-01-01,Divorced,Nigerian,Self-Employed,Trader,NGO,PhD,36.0
20000015858,Fatima,Adeyemi,Female,51,1975-01-01,Widowed,Nigerian,Self-Employed,Trader,Informal,Bachelors,33.0
20000015859,Musa,Ogunleye,Male,32,1994-01-01,Widowed,Nigerian,Employed,Engineer,Informal,Masters,6.0
20000015860,Ade,Akinwale,Male,59,1967-01-01,Divorced,Nigerian,Retired,Retired,,Bachelors,
20000015861,Ngozi,Mohammed,Female,53,1973-01-01,Widowed,Nigerian,Employed,Civil Servant,NGO,Bachelors,12.0
20000015862,Kunle,Ogunleye,Male,33,1993-01-01,Widowed,Nigerian,Employed,Accountant,NGO,Masters,13.0
20000015863,Sade,Okafor,Female,51,1975-01-01,Divorced,Nigerian,Self-Employed,Farmer,Informal,PhD,6.0
20000015864,Ade,Okafor,Male,31,1995-01-01,Divorced,Nigerian,Retired,Retired,,Diploma,
20000015865,Aisha,Ogunleye,Female,27,1999-01-01,Widowed,Nigerian,Self-Employed,Consultant,Public,Primary,4.0
20000015866,Halima,Okafor,Female,53,1973-01-01,Married,Nigerian,Employed,Accountant,Private,Bachelors,25.0
20000015867,Emeka,Abdullahi,Male,65,1961-01-01,Divorced,Nigerian,Retired,Retired,,Primary,
20000015868,Sadiq,Mohammed,Male,41,1985-01-01,Widowed,Nigerian,Employed,Accountant,NGO,Diploma,8.0
20000015869,Musa,Ogunleye,Male,54,1972-01-01,Widowed,Nigerian,Employed,Accountant,NGO,Diploma,25.0
20000015870,Kunle,Mohammed,Male,42,1984-01-01,Divorced,Nigerian,Employed,Accountant,Private,Bachelors,10.0
20000015871,Emeka,Akinwale,Male,54,1972-01-01,Single,Nigerian,Self-Employed,Farmer,Informal,PhD,5.0
20000015872,Musa,Abdullahi,Male,64,1962-01-01,Married,Nigerian,Self-Employed,Trader,Private,Secondary,2.0
20000015873,Sadiq,Okafor,Male,53,1973-01-01,Married,Nigerian,Self-Employed,Trader,Public,Primary,10.0
20000015874,Funke,Mohammed,Female,39,1987-01-01,Married,Nigerian,Employed,Analyst,Private,Secondary,14.0
20000015875,Chinedu,Lawal,Male,53,1973-01-01,Widowed,Nigerian,Student,Student,,Masters,
20000015876,Amaka,Okafor,Female,19,2007-01-01,Married,Nigerian,Student,Student,,Diploma,
20000015877,Musa,Adeyemi,Male,46,1980-01-01,Single,Nigerian,Unemployed,None,,Masters,
20000015878,Kemi,Balogun,Female,64,1962-01-01,Single,Nigerian,Employed,Engineer,Informal,Masters,0.0
20000015879,Olu,Sadiq,Male,46,1980-01-01,Divorced,Nigerian,Retired,Retired,,PhD,
20000015880,Bisi,Mohammed,Female,28,1998-01-01,Widowed,Nigerian,Employed,Accountant,Private,Bachelors,1.0
20000015881,Ngozi,Balogun,Female,48,1978-01-01,Married,Nigerian,Retired,Retired,,Bachelors,
20000015882,Musa,Okafor,Male,64,1962-01-01,Widowed,Nigerian,Unemployed,None,,PhD,
20000015883,Sade,Ogunleye,Female,20,2006-01-01,Divorced,Nigerian,Student,Student,,Primary,
20000015884,Kemi,Ogunleye,Female,41,1985-01-01,Single,Nigerian,Unemployed,None,,PhD,
20000015885,Olu,Okafor,Male,51,1975-01-01,Divorced,Nigerian,Student,Student,,Primary,
20000015886,Bisi,Okoye,Female,39,1987-01-01,Divorced,Nigerian,Student,Student,,Primary,
20000015887,Ibrahim,Sadiq,Male,46,1980-01-01,Divorced,Nigerian,Unemployed,None,,PhD,
20000015888,Kunle,Akinwale,Male,35,1991-01-01,Divorced,Nigerian,Self-Employed,Artisan,Private,Bachelors,14.0
20000015889,Ngozi,Sadiq,Female,19,2007-01-01,Divorced,Nigerian,Student,Student,,Bachelors,
20000015890,Emeka,Balogun,Male,24,2002-01-01,Divorced,Nigerian,Employed,Analyst,Public,Primary,3.0
20000015891,Funke,Adeyemi,Female,45,1981-01-01,Widowed,Nigerian,Employed,Teacher,NGO,PhD,11.0
20000015892,Ngozi,Okafor,Female,36,1990-01-01,Married,Nigerian,Employed,Analyst,NGO,Masters,14.0
20000015893,Funke,Sadiq,Female,49,1977-01-01,Divorced,Nigerian,Employed,Analyst,Informal,PhD,30.0
20000015894,Olu,Abdullahi,Male,25,2001-01-01,Widowed,Nigerian,Self-Employed,Consultant,Public,Masters,5.0
20000015895,Funke,Okafor,Female,63,1963-01-01,Widowed,Nigerian,Employed,Civil Servant,Public,Diploma,7.0
20000015896,Chinedu,Akinwale,Male,55,1971-01-01,Divorced,Nigerian,Self-Employed,Trader,Private,PhD,23.0
20000015897,Bisi,Okoye,Female,23,2003-01-01,Single,Nigerian,Retired,Retired,,Masters,
20000015898,Kunle,Lawal,Male,64,1962-01-01,Widowed,Nigerian,Student,Student,,Primary,
20000015899,Aisha,Lawal,Female,62,1964-01-01,Single,Nigerian,Unemployed,None,,Primary,
20000015900,Olu,Okafor,Male,72,1954-01-01,Widowed,Nigerian,Retired,Retired,,Diploma,
20000015901,Funke,Okoye,Female,24,2002-01-01,Single,Nigerian,Employed,Engineer,Public,Primary,2.0
20000015902,Halima,Sadiq,Female,67,1959-01-01,Single,Nigerian,Retired,Retired,,Diploma,
20000015903,Kunle,Okoye,Male,39,1987-01-01,Divorced,Nigerian,Retired,Retired,,Diploma,
20000015904,Ibrahim,Ogunleye,Male,74,1952-01-01,Divorced,Nigerian,Retired,Retired,,Primary,
20000015905,Ade,Mohammed,Male,43,1983-01-01,Married,Nigerian,Unemployed,None,,Masters,
20000015906,Fatima,Lawal,Female,25,2001-01-01,Single,Nigerian,Retired,Retired,,Secondary,
20000015907,Ngozi,Sadiq,Female,34,1992-01-01,Single,Nigerian,Student,Student,,Primary,
20000015908,Zainab,Ogunleye,Female,29,1997-01-01,Single,Nigerian,Employed,Teacher,Informal,Bachelors,1.0
20000015909,Olu,Lawal,Male,29,1997-01-01,Widowed,Nigerian,Student,Student,,Primary,
20000015910,Zainab,Ogunleye,Female,68,1958-01-01,Single,Nigerian,Retired,Retired,,PhD,
20000015911,Aisha,Sadiq,Female,26,2000-01-01,Divorced,Nigerian,Unemployed,None,,Bachelors,
20000015912,Kunle,Abdullahi,Male,55,1971-01-01,Widowed,Nigerian,Retired,Retired,,Primary,
20000015913,Emeka,Sadiq,Male,35,1991-01-01,Widowed,Nigerian,Self-Employed,Trader,Public,Secondary,11.0
20000015914,Aisha,Balogun,Female,42,1984-01-01,Divorced,Nigerian,Employed,Analyst,Informal,Bachelors,2.0
20000015915,Tunde,Sadiq,Male,18,2008-01-01,Single,Nigerian,Student,Student,,Masters,
20000015916,Amaka,Mohammed,Female,46,1980-01-01,Widowed,Nigerian,Self-Employed,Consultant,Private,Primary,18.0
20000015917,Kemi,Ogunleye,Female,65,1961-01-01,Single,Nigerian,Employed,Teacher,Informal,Secondary,38.0
20000015918,Chinedu,Akinwale,Male,41,1985-01-01,Widowed,Nigerian,Self-Employed,Farmer,Private,Bachelors,10.0
20000015919,Aisha,Okafor,Female,47,1979-01-01,Divorced,Nigerian,Employed,Analyst,Public,Masters,24.0
20000015920,Amaka,Lawal,Female,60,1966-01-01,Married,Nigerian,Retired,Retired,,Primary,
20000015921,Halima,Mohammed,Female,21,2005-01-01,Widowed,Nigerian,Student,Student,,Primary,
20000015922,Ngozi,Balogun,Female,69,1957-01-01,Married,Nigerian,Retired,Retired,,Primary,
20000015923,Kunle,Adeyemi,Male,28,1998-01-01,Single,Nigerian,Unemployed,None,,PhD,
20000015924,Kunle,Ogunleye,Male,72,1954-01-01,Single,Nigerian,Retired,Retired,,Secondary,
20000015925,Aisha,Lawal,Female,55,1971-01-01,Widowed,Nigerian,Self-Employed,Consultant,Public,Bachelors,12.0
20000015926,Kemi,Sadiq,Female,19,2007-01-01,Divorced,Nigerian,Student,Student,,Secondary,
20000015927,Ibrahim,Okafor,Male,20,2006-01-01,Widowed,Nigerian,Student,Student,,Diploma,
20000015928,Ade,Abdullahi,Male,40,1986-01-01,Divorced,Nigerian,Self-Employed,Artisan,Public,Diploma,0.0
20000015929,Sadiq,Okoye,Male,23,2003-01-01,Divorced,Nigerian,Self-Employed,Farmer,Informal,Bachelors,0.0
20000015930,Kemi,Okoye,Female,42,1984-01-01,Widowed,Nigerian,Self-Employed,Artisan,Informal,Masters,15.0
20000015931,Olu,Balogun,Male,26,2000-01-01,Widowed,Nigerian,Self-Employed,Farmer,Informal,Masters,2.0
20000015932,Fatima,Akinwale,Female,73,1953-01-01,Divorced,Nigerian,Retired,Retired,,Diploma,
20000015933,Musa,Balogun,Male,54,1972-01-01,Divorced,Nigerian,Self-Employed,Artisan,Public,Masters,16.0
20000015934,Zainab,Adeyemi,Female,20,2006-01-01,Single,Nigerian,Student,Student,,Secondary,
20000015935,Emeka,Okafor,Male,44,1982-01-01,Widowed,Nigerian,Self-Employed,Farmer,NGO,Primary,3.0
20000015936,Olu,Okoye,Male,56,1970-01-01,Single,Nigerian,Self-Employed,Farmer,NGO,Diploma,18.0
20000015937,Sadiq,Okafor,Male,26,2000-01-01,Divorced,Nigerian,Employed,Civil Servant,Public,Primary,3.0
20000015938,Sade,Okafor,Female,60,1966-01-01,Married,Nigerian,Self-Employed,Trader,Private,Secondary,8.0
20000015939,Ade,Okoye,Male,38,1988-01-01,Divorced,Nigerian,Self-Employed,Trader,Public,Diploma,20.0
20000015940,Tunde,Akinwale,Male,75,1951-01-01,Single,Nigerian,Retired,Retired,,PhD,
20000015941,Chinedu,Adeyemi,Male,26,2000-01-01,Single,Nigerian,Retired,Retired,,Bachelors,
20000015942,Funke,Okafor,Female,26,2000-01-01,Widowed,Nigerian,Self-Employed,Artisan,Private,Secondary,8.0
20000015943,Sade,Balogun,Female,68,1958-01-01,Widowed,Nigerian,Retired,Retired,,Bachelors,
20000015944,Emeka,Okafor,Male,63,1963-01-01,Single,Nigerian,Self-Employed,Trader,Informal,Primary,44.0
20000015945,Kunle,Lawal,Male,21,2005-01-01,Divorced,Nigerian,Student,Student,,Masters,
20000015946,Bisi,Ogunleye,Female,34,1992-01-01,Married,Nigerian,Student,Student,,Masters,
20000015947,Tunde,Okoye,Male,24,2002-01-01,Single,Nigerian,Unemployed,None,,Bachelors,
20000015948,Sadiq,Okafor,Male,49,1977-01-01,Single,Nigerian,Self-Employed,Trader,Informal,Secondary,30.0
20000015949,Bisi,Okoye,Female,61,1965-01-01,Single,Nigerian,Employed,Accountant,Private,Masters,42.0
20000015950,Aisha,Sadiq,Female,56,1970-01-01,Married,Nigerian,Employed,Teacher,Public,Diploma,29.0
20000015951,Ibrahim,Mohammed,Male,40,1986-01-01,Married,Nigerian,Self-Employed,Trader,Private,Diploma,17.0
20000015952,Emeka,Sadiq,Male,59,1967-01-01,Single,Nigerian,Unemployed,None,,Secondary,
20000015953,Kemi,Sadiq,Female,59,1967-01-01,Divorced,Nigerian,Student,Student,,Primary,
20000015954,Emeka,Sadiq,Male,19,2007-01-01,Widowed,Nigerian,Student,Student,,Masters,
20000015955,Kunle,Akinwale,Male,62,1964-01-01,Divorced,Nigerian,Employed,Civil Servant,NGO,PhD,12.0
20000015956,Aisha,Lawal,Female,31,1995-01-01,Married,Nigerian,Employed,Accountant,NGO,Masters,0.0
20000015957,Yusuf,Akinwale,Male,53,1973-01-01,Widowed,Nigerian,Self-Employed,Trader,Private,Masters,32.0
20000015958,Chinedu,Ogunleye,Male,65,1961-01-01,Divorced,Nigerian,Student,Student,,Bachelors,
20000015959,Aisha,Lawal,Female,38,1988-01-01,Divorced,Nigerian,Employed,Civil Servant,Informal,Primary,16.0
20000015960,Bisi,Ogunleye,Female,33,1993-01-01,Divorced,Nigerian,Self-Employed,Artisan,Public,Primary,15.0
20000015961,Aisha,Okafor,Female,18,2008-01-01,Married,Nigerian,Student,Student,,Primary,
20000015962,Fatima,Abdullahi,Female,66,1960-01-01,Widowed,Nigerian,Retired,Retired,,Secondary,
20000015963,Kunle,Lawal,Male,68,1958-01-01,Married,Nigerian,Retired,Retired,,Diploma,
20000015964,Bisi,Okafor,Female,56,1970-01-01,Single,Nigerian,Employed,Engineer,Private,PhD,26.0
20000015965,Amaka,Mohammed,Female,57,1969-01-01,Widowed,Nigerian,Employed,Civil Servant,Public,PhD,23.0
20000015966,Zainab,Abdullahi,Female,19,2007-01-01,Widowed,Nigerian,Student,Student,,Bachelors,
20000015967,Musa,Abdullahi,Male,36,1990-01-01,Married,Nigerian,Unemployed,None,,PhD,
20000015968,Ibrahim,Mohammed,Male,59,1967-01-01,Married,Nigerian,Self-Employed,Farmer,NGO,Secondary,41.0
20000015969,Olu,Okafor,Male,36,1990-01-01,Single,Nigerian,Employed,Accountant,Private,PhD,17.0
20000015970,Ibrahim,Abdullahi,Male,67,1959-01-01,Divorced,Nigerian,Retired,Retired,,Bachelors,
20000015971,Yusuf,Adeyemi,Male,47,1979-01-01,Married,Nigerian,Unemployed,None,,Bachelors,
20000015972,Ngozi,Okafor,Female,33,1993-01-01,Divorced,Nigerian,Employed,Engineer,Public,Masters,10.0
20000015973,Ngozi,Okafor,Female,53,1973-01-01,Married,Nigerian,Employed,Analyst,Public,Diploma,29.0
20000015974,Kunle,Balogun,Male,28,1998-01-01,Widowed,Nigerian,Employed,Engineer,Informal,PhD,9.0
20000015975,Ngozi,Okoye,Female,30,1996-01-01,Single,Nigerian,Self-Employed,Farmer,Private,Diploma,0.0
20000015976,Musa,Okoye,Male,75,1951-01-01,Single,Nigerian,Retired,Retired,,PhD,
20000015977,Chinedu,Adeyemi,Male,46,1980-01-01,Widowed,Nigerian,Employed,Civil Servant,NGO,Masters,24.0
20000015978,Sade,Lawal,Female,38,1988-01-01,Widowed,Nigerian,Retired,Retired,,Diploma,
20000015979,Kunle,Lawal,Male,70,1956-01-01,Single,Nigerian,Retired,Retired,,Primary,
20000015980,Yusuf,Mohammed,Male,51,1975-01-01,Widowed,Nigerian,Retired,Retired,,Masters,
20000015981,Kemi,Ogunleye,Female,27,1999-01-01,Single,Nigerian,Unemployed,None,,PhD,
20000015982,Funke,Okafor,Female,32,1994-01-01,Single,Nigerian,Self-Employed,Farmer,NGO,Primary,12.0
20000015983,Musa,Lawal,Male,46,1980-01-01,Married,Nigerian,Student,Student,,Bachelors,
20000015984,Ade,Abdullahi,Male,60,1966-01-01,Married,Nigerian,Self-Employed,Artisan,Private,PhD,23.0
20000015985,Musa,Lawal,Male,62,1964-01-01,Divorced,Nigerian,Student,Student,,Masters,
20000015986,Kemi,Sadiq,Female,64,1962-01-01,Single,Nigerian,Student,Student,,PhD,
20000015987,Emeka,Balogun,Male,46,1980-01-01,Married,Nigerian,Employed,Teacher,Informal,PhD,23.0
20000015988,Sadiq,Adeyemi,Male,49,1977-01-01,Single,Nigerian,Student,Student,,Masters,
20000015989,Kemi,Mohammed,Female,58,1968-01-01,Widowed,Nigerian,Self-Employed,Artisan,Informal,Masters,19.0
20000015990,Tunde,Adeyemi,Male,54,1972-01-01,Married,Nigerian,Employed,Civil Servant,Private,PhD,12.0
20000015991,Tunde,Ogunleye,Male,72,1954-01-01,Widowed,Nigerian,Retired,Retired,,Diploma,
20000015992,Ngozi,Lawal,Female,66,1960-01-01,Divorced,Nigerian,Retired,Retired,,PhD,
20000015993,Kemi,Balogun,Female,18,2008-01-01,Widowed,Nigerian,Student,Student,,Diploma,
20000015994,Ade,Adeyemi,Male,54,1972-01-01,Divorced,Nigerian,Self-Employed,Consultant,Informal,Masters,26.0
20000015995,Tunde,Adeyemi,Male,62,1964-01-01,Single,Nigerian,Self-Employed,Consultant,Informal,Bachelors,35.0
20000015996,Ibrahim,Balogun,Male,65,1961-01-01,Widowed,Nigerian,Self-Employed,Farmer,Informal,Masters,31.0
20000015997,Aisha,Balogun,Female,65,1961-01-01,Married,Nigerian,Employed,Accountant,Private,Primary,25.0
20000015998,Ngozi,Okafor,Female,47,1979-01-01,Married,Nigerian,Student,Student,,Masters,
20000015999,Olu,Ogunleye,Male,18,2008-01-01,Married,Nigerian,Student,Student,,PhD,
20000016000,Chinedu,Lawal,Male,70,1956-01-01,Divorced,Nigerian,Retired,Retired,,Secondary,
20000016001,Sade,Balogun,Female,30,1996-01-01,Divorced,Nigerian,Student,Student,,Bachelors,
20000016002,Zainab,Lawal,Female,35,1991-01-01,Widowed,Nigerian,Employed,Teacher,NGO,PhD,10.0
20000016003,Aisha,Lawal,Female,63,1963-01-01,Divorced,Nigerian,Student,Student,,Primary,
20000016004,Kemi,Okoye,Female,48,1978-01-01,Married,Nigerian,Employed,Engineer,NGO,Masters,20.0
20000016005,Zainab,Okoye,Female,33,1993-01-01,Divorced,Nigerian,Self-Employed,Consultant,Informal,Secondary,0.0
20000016006,Sade,Ogunleye,Female,46,1980-01-01,Single,Nigerian,Employed,Accountant,Private,Primary,14.0
20000016007,Funke,Sadiq,Female,22,2004-01-01,Divorced,Nigerian,Unemployed,None,,Diploma,
20000016008,Halima,Sadiq,Female,29,1997-01-01,Widowed,Nigerian,Retired,Retired,,Diploma,
20000016009,Amaka,Abdullahi,Female,45,1981-01-01,Divorced,Nigerian,Student,Student,,Diploma,
20000016010,Ibrahim,Akinwale,Male,40,1986-01-01,Married,Nigerian,Student,Student,,Diploma,
20000016011,Ade,Sadiq,Male,31,1995-01-01,Married,Nigerian,Self-Employed,Farmer,Public,Primary,2.0
